ItemNo,LocationCode,diff_cols,Bottles per Case_v1,Supply_Total_v1,Supply_Reserved_v1,Supply_Reserved_Sale_v1,Supply_Avail_v1,Supply_Alloc_v1,Supply_AllocReserved_v1,Supply_AllocReserved_Sale_v1,Supply_AllocAvail_v1,Supply_Open_v1,Supply_OpenReserved_v1,Supply_OpenReserved_Sale_v1,Supply_OpenAvail_v1,Stock_Total_v1,Stock_Reserved_v1,Stock_Reserved_Sale_v1,Stock_Avail_v1,Stock_Alloc_v1,Stock_AllocReserved_v1,Stock_AllocReserved_Sale_v1,Stock_AllocAvail_v1,Stock_Open_v1,Stock_OpenReserved_v1,Stock_OpenReserved_Sale_v1,Stock_OpenAvail_v1,Stock_TOout_Unshipped_Avail_v1,Stock_TOout_Unshipped_AllocAvail_v1,Stock_TOout_Unshipped_OpenAvail_v1,IT_Total_v1,IT_Reserved_v1,IT_Reserved_Sale_v1,IT_Avail_v1,IT_Alloc_v1,IT_AllocReserved_v1,IT_AllocReserved_Sale_v1,IT_AllocAvail_v1,IT_Open_v1,IT_OpenReserved_v1,IT_OpenReserved_Sale_v1,IT_OpenAvail_v1,IT_TOin_Unshipped_Total_v1,IT_TOin_Unshipped_Reserved_v1,IT_TOin_Unshipped_Avail_v1,IT_TOin_Unshipped_Alloc_v1,IT_TOin_Unshipped_AllocReserved_v1,IT_TOin_Unshipped_AllocAvail_v1,IT_TOin_Unshipped_Open_v1,IT_TOin_Unshipped_OpenReserved_v1,IT_TOin_Unshipped_OpenAvail_v1,PO_Total_v1,PO_Reserved_v1,PO_Reserved_Sale_v1,PO_Avail_v1,PO_Alloc_v1,PO_AllocReserved_v1,PO_AllocReserved_Sale_v1,PO_AllocAvail_v1,PO_Open_v1,PO_OpenReserved_v1,PO_OpenReserved_Sale_v1,PO_OpenAvail_v1,BlanketPO_Qty_v1,SO_Total_v1,SO_Reserved_v1,PO_Ret_Total_v1,PO_Ret_Reserved_v1,SO_NoSupply_v1,Bottles per Case_v2,Supply_Total_v2,Supply_Reserved_v2,Supply_Reserved_Sale_v2,Supply_Avail_v2,Supply_Alloc_v2,Supply_AllocReserved_v2,Supply_AllocReserved_Sale_v2,Supply_AllocAvail_v2,Supply_Open_v2,Supply_OpenReserved_v2,Supply_OpenReserved_Sale_v2,Supply_OpenAvail_v2,Stock_Total_v2,Stock_Reserved_v2,Stock_Reserved_Sale_v2,Stock_Avail_v2,Stock_Alloc_v2,Stock_AllocReserved_v2,Stock_AllocReserved_Sale_v2,Stock_AllocAvail_v2,Stock_Open_v2,Stock_OpenReserved_v2,Stock_OpenReserved_Sale_v2,Stock_OpenAvail_v2,Stock_TOout_Unshipped_Avail_v2,Stock_TOout_Unshipped_AllocAvail_v2,Stock_TOout_Unshipped_OpenAvail_v2,IT_Total_v2,IT_Reserved_v2,IT_Reserved_Sale_v2,IT_Avail_v2,IT_Alloc_v2,IT_AllocReserved_v2,IT_AllocReserved_Sale_v2,IT_AllocAvail_v2,IT_Open_v2,IT_OpenReserved_v2,IT_OpenReserved_Sale_v2,IT_OpenAvail_v2,IT_TOin_Unshipped_Total_v2,IT_TOin_Unshipped_Reserved_v2,IT_TOin_Unshipped_Avail_v2,IT_TOin_Unshipped_Alloc_v2,IT_TOin_Unshipped_AllocReserved_v2,IT_TOin_Unshipped_AllocAvail_v2,IT_TOin_Unshipped_Open_v2,IT_TOin_Unshipped_OpenReserved_v2,IT_TOin_Unshipped_OpenAvail_v2,PO_Total_v2,PO_Reserved_v2,PO_Reserved_Sale_v2,PO_Avail_v2,PO_Alloc_v2,PO_AllocReserved_v2,PO_AllocReserved_Sale_v2,PO_AllocAvail_v2,PO_Open_v2,PO_OpenReserved_v2,PO_OpenReserved_Sale_v2,PO_OpenAvail_v2,BlanketPO_Qty_v2,SO_Total_v2,SO_Reserved_v2,PO_Ret_Total_v2,PO_Ret_Reserved_v2,SO_NoSupply_v2
13992-19,HANOVER,"Supply_Total,Supply_Avail,Supply_Open,Supply_OpenAvail,Stock_Total,Stock_Avail,Stock_Open,Stock_OpenAvail",12.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,22.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,22.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
13998-23,HANOVER,"Supply_Alloc,Stock_Avail,Stock_Alloc,Stock_AllocAvail",12.0,19.75,1.0,1.0,18.75,12.0,0.0,0.0,12.0,7.75,1.0,1.0,6.75,19.75,1.0,1.0,18.75,12.0,0.0,0.0,12.0,7.75,1.0,1.0,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,1.0,0.0,0.0,0.0,12.0,19.75,1.0,1.0,18.75,-12.0,0.0,0.0,12.0,7.75,1.0,1.0,6.75,19.75,1.0,1.0,126.75,120.0,0.0,0.0,120.0,7.75,1.0,1.0,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,1.0,0.0,0.0,0.0
13998-24,HANOVER,"Supply_Total,Supply_Avail,Supply_Alloc,Supply_AllocAvail,Stock_Total,Stock_Avail,Stock_Alloc,Stock_AllocReserved,Stock_AllocAvail,Stock_Open,Stock_OpenAvail,IT_Total,IT_Reserved,IT_Avail,IT_Open,IT_OpenAvail",12.0,740.0,3.0,3.0,737.0,466.0,3.0,3.0,463.0,274.0,0.0,0.0,274.0,440.0,3.0,3.0,437.0,259.0,3.0,3.0,256.0,181.0,0.0,0.0,181.0,0.0,0.0,0.0,300.0,0.0,0.0,300.0,207.0,0.0,0.0,207.0,93.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,3.0,3.0,0.0,0.0,0.0,12.0,690.0,3.0,3.0,687.0,-415.0,3.0,3.0,413.0,274.0,0.0,0.0,274.0,689.0,3.0,3.0,2334.0,2090.0,30.0,3.0,2060.0,274.0,0.0,0.0,274.0,0.0,0.0,0.0,0.0,-207.0,0.0,207.0,207.0,0.0,0.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,3.0,3.0,0.0,0.0,0.0
14000-23,HANOVER,"Supply_Total,Supply_Avail,Supply_Alloc,Supply_Open,Supply_OpenAvail,Stock_Total,Stock_Avail,Stock_Alloc,Stock_AllocAvail,Stock_Open,Stock_OpenAvail",12.0,60.333333,0.0,0.0,60.333333,55.25,0.0,0.0,55.25,5.083333,0.0,0.0,5.083333,60.333333,0.0,0.0,60.333333,55.25,0.0,0.0,55.25,5.083333,0.0,0.0,5.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,60.25,0.0,0.0,60.25,-55.25,0.0,0.0,55.25,5.0,0.0,0.0,5.0,60.25,0.0,0.0,557.5,552.5,0.0,0.0,552.5,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14000-24,HANOVER,"Supply_Alloc,Stock_Avail,Stock_Alloc,Stock_AllocAvail",12.0,600.0,0.0,0.0,600.0,420.0,0.0,0.0,420.0,180.0,0.0,0.0,180.0,600.0,0.0,0.0,600.0,420.0,0.0,0.0,420.0,180.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,0.0,0.0,0.0,0.0,0.0,12.0,600.0,0.0,0.0,600.0,-420.0,0.0,0.0,420.0,180.0,0.0,0.0,180.0,600.0,0.0,0.0,4380.0,4200.0,0.0,0.0,4200.0,180.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,0.0,0.0,0.0,0.0,0.0
14005G-NV,HANOVER,"Stock_Total,Stock_Avail,Stock_Open,Stock_OpenAvail,IT_Total,IT_Avail,IT_Open,IT_OpenAvail",12.0,18.833333,0.0,0.0,18.833333,0.0,0.0,0.0,0.0,18.833333,0.0,0.0,18.833333,8.833333,0.0,0.0,8.833333,0.0,0.0,0.0,0.0,8.833333,0.0,0.0,8.833333,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,18.833333,0.0,0.0,18.833333,0.0,0.0,0.0,0.0,18.833333,0.0,0.0,18.833333,18.833333,0.0,0.0,18.833333,0.0,0.0,0.0,0.0,18.833333,0.0,0.0,18.833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14006G-NV,HANOVER,"Stock_Total,Stock_Avail,Stock_Open,Stock_OpenAvail,IT_Total,IT_Avail,IT_Open,IT_OpenAvail",12.0,20.416666,0.0,0.0,20.416666,0.0,0.0,0.0,0.0,20.416666,0.0,0.0,20.416666,0.416666,0.0,0.0,0.416666,0.0,0.0,0.0,0.0,0.416666,0.0,0.0,0.416666,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,20.416666,0.0,0.0,20.416666,0.0,0.0,0.0,0.0,20.416666,0.0,0.0,20.416666,20.416666,0.0,0.0,20.416666,0.0,0.0,0.0,0.0,20.416666,0.0,0.0,20.416666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14021-NV,HANOVER,"Supply_Total,Supply_Avail,Supply_Open,Supply_OpenAvail,Stock_Total,Stock_Avail,Stock_Open,Stock_OpenAvail",12.0,18.583333,0.0,0.0,18.583333,0.0,0.0,0.0,0.0,18.583333,0.0,0.0,18.583333,18.583333,0.0,0.0,18.583333,0.0,0.0,0.0,0.0,18.583333,0.0,0.0,18.583333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.5,0.0,0.0,14.5,0.0,0.0,0.0,0.0,14.5,0.0,0.0,14.5,14.5,0.0,0.0,14.5,0.0,0.0,0.0,0.0,14.5,0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14024-NV,MIAMI,"Supply_Total,Supply_Avail,Supply_Open,Supply_OpenAvail,Stock_Total,Stock_Avail,Stock_Open,Stock_OpenAvail",12.0,43.916666,0.166666,0.166666,43.75,0.0,0.0,0.0,0.0,43.916666,0.166666,0.166666,43.75,43.916666,0.166666,0.166666,43.75,0.0,0.0,0.0,0.0,43.916666,0.166666,0.166666,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666,0.166666,0.0,0.0,0.0,12.0,41.916666,0.166666,0.166666,41.75,0.0,0.0,0.0,0.0,41.916666,0.166666,0.166666,41.75,41.916666,0.166666,0.166666,41.75,0.0,0.0,0.0,0.0,41.916666,0.166666,0.166666,41.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666,0.166666,0.0,0.0,0.0
14027-NV,HANOVER,"Supply_Total,Supply_Avail,Supply_Open,Supply_OpenAvail,Stock_Total,Stock_Avail,Stock_Open,Stock_OpenAvail",12.0,8.75,0.0,0.0,8.75,0.0,0.0,0.0,0.0,8.75,0.0,0.0,8.75,8.75,0.0,0.0,8.75,0.0,0.0,0.0,0.0,8.75,0.0,0.0,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.666666,0.0,0.0,8.666666,0.0,0.0,0.0,0.0,8.666666,0.0,0.0,8.666666,8.666666,0.0,0.0,8.666666,0.0,0.0,0.0,0.0,8.666666,0.0,0.0,8.666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14036-23,HANOVER,"Supply_Total,Supply_Avail,Supply_Open,Supply_OpenAvail,Stock_Total,Stock_Avail,Stock_Open,Stock_OpenAvail",12.0,40.166666,0.0,0.0,40.166666,0.0,0.0,0.0,0.0,40.166666,0.0,0.0,40.166666,20.166666,0.0,0.0,20.166666,0.0,0.0,0.0,0.0,20.166666,0.0,0.0,20.166666,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,37.166666,0.0,0.0,37.166666,0.0,0.0,0.0,0.0,37.166666,0.0,0.0,37.166666,17.166666,0.0,0.0,17.166666,0.0,0.0,0.0,0.0,17.166666,0.0,0.0,17.166666,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14047-NV,MIAMI,"Supply_Total,Supply_Avail,Supply_Open,Supply_OpenAvail,PO_Total,PO_Avail,PO_Open,PO_OpenAvail",12.0,17.416666,0.0,0.0,17.416666,0.0,0.0,0.0,0.0,17.416666,0.0,0.0,17.416666,6.416666,0.0,0.0,6.416666,0.0,0.0,0.0,0.0,6.416666,0.0,0.0,6.416666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.416666,0.0,0.0,6.416666,0.0,0.0,0.0,0.0,6.416666,0.0,0.0,6.416666,6.416666,0.0,0.0,6.416666,0.0,0.0,0.0,0.0,6.416666,0.0,0.0,6.416666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14050-20,HANOVER,"Supply_Alloc,Stock_Avail,Stock_Alloc,Stock_AllocAvail",12.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,2.0,-2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1405-23/6PK,HANOVER,"Stock_Total,Stock_Avail,Stock_Open,Stock_OpenAvail,IT_Total,IT_Avail,IT_Open,IT_OpenAvail",6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14061-21,HANOVER,"Supply_Total,Supply_Avail,Supply_Open,Supply_OpenAvail,Stock_Total,Stock_Avail,Stock_Open,Stock_OpenAvail",12.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1406-22/6PK,HANOVER,"Stock_Total,Stock_Avail,Stock_Open,Stock_OpenAvail,IT_Total,IT_Avail,IT_Open,IT_OpenAvail",6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14064A-17/3PK,MIAMI,"Supply_Total,Supply_Avail,Supply_Open,Supply_OpenAvail,Stock_Total,Stock_Avail,Stock_Open,Stock_OpenAvail",3.0,3.333333,0.0,0.0,3.333333,0.0,0.0,0.0,0.0,3.333333,0.0,0.0,3.333333,3.333333,0.0,0.0,3.333333,0.0,0.0,0.0,0.0,3.333333,0.0,0.0,3.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.333333,0.0,0.0,2.333333,0.0,0.0,0.0,0.0,2.333333,0.0,0.0,2.333333,2.333333,0.0,0.0,2.333333,0.0,0.0,0.0,0.0,2.333333,0.0,0.0,2.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14070-23,MIAMI,"Supply_Alloc,Stock_Avail,Stock_Alloc,Stock_AllocReserved,Stock_AllocAvail",12.0,7.833333,1.0,1.0,6.833333,7.833333,1.0,1.0,6.833333,0.0,0.0,0.0,0.0,7.833333,1.0,1.0,6.833333,7.833333,1.0,1.0,6.833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,7.833333,1.0,1.0,6.833333,-7.833333,1.0,1.0,6.833333,0.0,0.0,0.0,0.0,7.833333,1.0,1.0,68.333333,78.333333,10.0,1.0,68.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1408-22/6PK,HANOVER,"Stock_Total,Stock_Avail,Stock_Open,Stock_OpenAvail,IT_Total,IT_Avail,IT_Open,IT_OpenAvail",6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
