ItemNo,LocationCode,diff_cols,Bottles per Case_v1,Supply_Total_v1,Supply_Reserved_v1,Supply_Reserved_Sale_v1,Supply_Avail_v1,Supply_Alloc_v1,Supply_AllocReserved_v1,Supply_AllocReserved_Sale_v1,Supply_AllocAvail_v1,Supply_Open_v1,Supply_OpenReserved_v1,Supply_OpenReserved_Sale_v1,Supply_OpenAvail_v1,Stock_Total_v1,Stock_Reserved_v1,Stock_Reserved_Sale_v1,Stock_Avail_v1,Stock_Alloc_v1,Stock_AllocReserved_v1,Stock_AllocReserved_Sale_v1,Stock_AllocAvail_v1,Stock_Open_v1,Stock_OpenReserved_v1,Stock_OpenReserved_Sale_v1,Stock_OpenAvail_v1,Stock_TOout_Unshipped_Avail_v1,Stock_TOout_Unshipped_AllocAvail_v1,Stock_TOout_Unshipped_OpenAvail_v1,IT_Total_v1,IT_Reserved_v1,IT_Reserved_Sale_v1,IT_Avail_v1,IT_Alloc_v1,IT_AllocReserved_v1,IT_AllocReserved_Sale_v1,IT_AllocAvail_v1,IT_Open_v1,IT_OpenReserved_v1,IT_OpenReserved_Sale_v1,IT_OpenAvail_v1,IT_TOin_Unshipped_Total_v1,IT_TOin_Unshipped_Reserved_v1,IT_TOin_Unshipped_Avail_v1,IT_TOin_Unshipped_Alloc_v1,IT_TOin_Unshipped_AllocReserved_v1,IT_TOin_Unshipped_AllocAvail_v1,IT_TOin_Unshipped_Open_v1,IT_TOin_Unshipped_OpenReserved_v1,IT_TOin_Unshipped_OpenAvail_v1,PO_Total_v1,PO_Reserved_v1,PO_Reserved_Sale_v1,PO_Avail_v1,PO_Alloc_v1,PO_AllocReserved_v1,PO_AllocReserved_Sale_v1,PO_AllocAvail_v1,PO_Open_v1,PO_OpenReserved_v1,PO_OpenReserved_Sale_v1,PO_OpenAvail_v1,BlanketPO_Qty_v1,SO_Total_v1,SO_Reserved_v1,PO_Ret_Total_v1,PO_Ret_Reserved_v1,SO_NoSupply_v1,Bottles per Case_v2,Supply_Total_v2,Supply_Reserved_v2,Supply_Reserved_Sale_v2,Supply_Avail_v2,Supply_Alloc_v2,Supply_AllocReserved_v2,Supply_AllocReserved_Sale_v2,Supply_AllocAvail_v2,Supply_Open_v2,Supply_OpenReserved_v2,Supply_OpenReserved_Sale_v2,Supply_OpenAvail_v2,Stock_Total_v2,Stock_Reserved_v2,Stock_Reserved_Sale_v2,Stock_Avail_v2,Stock_Alloc_v2,Stock_AllocReserved_v2,Stock_AllocReserved_Sale_v2,Stock_AllocAvail_v2,Stock_Open_v2,Stock_OpenReserved_v2,Stock_OpenReserved_Sale_v2,Stock_OpenAvail_v2,Stock_TOout_Unshipped_Avail_v2,Stock_TOout_Unshipped_AllocAvail_v2,Stock_TOout_Unshipped_OpenAvail_v2,IT_Total_v2,IT_Reserved_v2,IT_Reserved_Sale_v2,IT_Avail_v2,IT_Alloc_v2,IT_AllocReserved_v2,IT_AllocReserved_Sale_v2,IT_AllocAvail_v2,IT_Open_v2,IT_OpenReserved_v2,IT_OpenReserved_Sale_v2,IT_OpenAvail_v2,IT_TOin_Unshipped_Total_v2,IT_TOin_Unshipped_Reserved_v2,IT_TOin_Unshipped_Avail_v2,IT_TOin_Unshipped_Alloc_v2,IT_TOin_Unshipped_AllocReserved_v2,IT_TOin_Unshipped_AllocAvail_v2,IT_TOin_Unshipped_Open_v2,IT_TOin_Unshipped_OpenReserved_v2,IT_TOin_Unshipped_OpenAvail_v2,PO_Total_v2,PO_Reserved_v2,PO_Reserved_Sale_v2,PO_Avail_v2,PO_Alloc_v2,PO_AllocReserved_v2,PO_AllocReserved_Sale_v2,PO_AllocAvail_v2,PO_Open_v2,PO_OpenReserved_v2,PO_OpenReserved_Sale_v2,PO_OpenAvail_v2,BlanketPO_Qty_v2,SO_Total_v2,SO_Reserved_v2,PO_Ret_Total_v2,PO_Ret_Reserved_v2,SO_NoSupply_v2
83453-21,HANOVER,"Supply_Total,Supply_Avail,Supply_Open,Supply_OpenAvail,Stock_Total,Stock_Avail,Stock_Open,Stock_OpenAvail",12.0,74.25,0.0,0.0,74.25,0.0,0.0,0.0,0.0,74.25,0.0,0.0,74.25,74.25,0.0,0.0,74.25,0.0,0.0,0.0,0.0,74.25,0.0,0.0,74.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,73.25,0.0,0.0,73.25,0.0,0.0,0.0,0.0,73.25,0.0,0.0,73.25,73.25,0.0,0.0,73.25,0.0,0.0,0.0,0.0,73.25,0.0,0.0,73.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83454-22/6PK,HANOVER,"Stock_Total,Stock_Avail,Stock_Open,Stock_OpenAvail,IT_Total,IT_Avail,IT_Open,IT_OpenAvail",6.0,27.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,27.0,27.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83455-22,HANOVER,"Supply_Total,Supply_Avail,Supply_Open,Supply_OpenAvail,Stock_Total,Stock_Avail,Stock_Open,Stock_OpenAvail",12.0,25.416666,0.0,0.0,25.416666,0.0,0.0,0.0,0.0,25.416666,0.0,0.0,25.416666,25.416666,0.0,0.0,25.416666,0.0,0.0,0.0,0.0,25.416666,0.0,0.0,25.416666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,24.416666,0.0,0.0,24.416666,0.0,0.0,0.0,0.0,24.416666,0.0,0.0,24.416666,24.416666,0.0,0.0,24.416666,0.0,0.0,0.0,0.0,24.416666,0.0,0.0,24.416666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83465-03,HANOVER,"Supply_Alloc,Stock_Avail,Stock_Alloc,Stock_AllocAvail",12.0,73.916666,0.0,0.0,73.916666,73.916666,0.0,0.0,73.916666,0.0,0.0,0.0,0.0,73.916666,0.0,0.0,73.916666,73.916666,0.0,0.0,73.916666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,73.916666,0.0,0.0,73.916666,-73.916666,0.0,0.0,73.916666,0.0,0.0,0.0,0.0,73.916666,0.0,0.0,739.166666,739.166666,0.0,0.0,739.166666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83465-08,HANOVER,"Supply_Total,Supply_Avail,Supply_Alloc,Supply_AllocAvail,Stock_Total,Stock_Avail,Stock_Alloc,Stock_AllocAvail",12.0,22.166666,0.0,0.0,22.166666,22.166666,0.0,0.0,22.166666,0.0,0.0,0.0,0.0,22.166666,0.0,0.0,22.166666,22.166666,0.0,0.0,22.166666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.166666,0.0,0.0,15.166666,-15.166666,0.0,0.0,15.166666,0.0,0.0,0.0,0.0,15.166666,0.0,0.0,151.666666,151.666666,0.0,0.0,151.666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83465-09,HANOVER,"Supply_Alloc,Stock_Avail,Stock_Alloc,Stock_AllocAvail",12.0,10.5,0.0,0.0,10.5,10.5,0.0,0.0,10.5,0.0,0.0,0.0,0.0,10.5,0.0,0.0,10.5,10.5,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.5,0.0,0.0,10.5,-10.5,0.0,0.0,10.5,0.0,0.0,0.0,0.0,10.5,0.0,0.0,105.0,105.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83465-10,HANOVER,"Supply_Alloc,Stock_Avail,Stock_Alloc,Stock_AllocAvail",12.0,24.75,0.0,0.0,24.75,24.75,0.0,0.0,24.75,0.0,0.0,0.0,0.0,24.75,0.0,0.0,24.75,24.75,0.0,0.0,24.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,24.75,0.0,0.0,24.75,-24.75,0.0,0.0,24.75,0.0,0.0,0.0,0.0,24.75,0.0,0.0,247.5,247.5,0.0,0.0,247.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83465-11,HANOVER,"Supply_Alloc,Stock_Avail,Stock_Alloc,Stock_AllocAvail",12.0,65.0,0.0,0.0,65.0,65.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,65.0,65.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,65.0,0.0,0.0,65.0,-65.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,650.0,650.0,0.0,0.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83465-12,HANOVER,"Supply_Alloc,Stock_Avail,Stock_Alloc,Stock_AllocAvail",12.0,16.5,0.0,0.0,16.5,16.5,0.0,0.0,16.5,0.0,0.0,0.0,0.0,16.5,0.0,0.0,16.5,16.5,0.0,0.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.5,0.0,0.0,16.5,-16.5,0.0,0.0,16.5,0.0,0.0,0.0,0.0,16.5,0.0,0.0,165.0,165.0,0.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83468-18,HANOVER,"Supply_Total,Supply_Avail,Supply_Open,Supply_OpenAvail,Stock_Total,Stock_Avail,Stock_Open,Stock_OpenAvail,IT_Total,IT_Avail,IT_Open,IT_OpenAvail",12.0,550.666666,0.0,0.0,550.666666,0.0,0.0,0.0,0.0,550.666666,0.0,0.0,550.666666,300.666666,0.0,0.0,300.666666,0.0,0.0,0.0,0.0,300.666666,0.0,0.0,300.666666,0.0,0.0,0.0,250.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,550.5,0.0,0.0,550.5,0.0,0.0,0.0,0.0,550.5,0.0,0.0,550.5,550.5,0.0,0.0,550.5,0.0,0.0,0.0,0.0,550.5,0.0,0.0,550.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83468-18,MIAMI,"Supply_Total,Supply_Avail,Supply_Open,Supply_OpenAvail,PO_Total,PO_Avail,PO_Open,PO_OpenAvail",12.0,60.333333,0.0,0.0,60.333333,0.0,0.0,0.0,0.0,60.333333,0.0,0.0,60.333333,30.333333,0.0,0.0,30.333333,0.0,0.0,0.0,0.0,30.333333,0.0,0.0,30.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,30.333333,0.0,0.0,30.333333,0.0,0.0,0.0,0.0,30.333333,0.0,0.0,30.333333,30.333333,0.0,0.0,30.333333,0.0,0.0,0.0,0.0,30.333333,0.0,0.0,30.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83469-17,HANOVER,"Stock_Total,Stock_Avail,Stock_Open,Stock_OpenAvail,IT_Total,IT_Avail,IT_Open,IT_OpenAvail",12.0,531.416666,0.0,0.0,531.416666,0.0,0.0,0.0,0.0,531.416666,0.0,0.0,531.416666,301.416666,0.0,0.0,301.416666,0.0,0.0,0.0,0.0,301.416666,0.0,0.0,301.416666,0.0,0.0,0.0,230.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,531.416666,0.0,0.0,531.416666,0.0,0.0,0.0,0.0,531.416666,0.0,0.0,531.416666,531.416666,0.0,0.0,531.416666,0.0,0.0,0.0,0.0,531.416666,0.0,0.0,531.416666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83469-17,MIAMI,"Supply_Total,Supply_Avail,Supply_Open,Supply_OpenAvail,PO_Total,PO_Avail,PO_Open,PO_OpenAvail",12.0,52.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,52.0,22.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,22.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,22.0,22.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83471-18,HANOVER,"Stock_Total,Stock_Avail,Stock_Open,Stock_OpenAvail,IT_Total,IT_Avail,IT_Open,IT_OpenAvail",12.0,90.416666,0.0,0.0,90.416666,0.0,0.0,0.0,0.0,90.416666,0.0,0.0,90.416666,60.416666,0.0,0.0,60.416666,0.0,0.0,0.0,0.0,60.416666,0.0,0.0,60.416666,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,90.416666,0.0,0.0,90.416666,0.0,0.0,0.0,0.0,90.416666,0.0,0.0,90.416666,90.416666,0.0,0.0,90.416666,0.0,0.0,0.0,0.0,90.416666,0.0,0.0,90.416666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83475-22,HANOVER,"Supply_Total,Supply_Reserved,Supply_Avail,Supply_Open,Supply_OpenReserved,Supply_OpenReserved_Sale,Supply_OpenAvail,Stock_Total,Stock_Reserved,Stock_Avail,Stock_Open,Stock_OpenReserved,Stock_OpenReserved_Sale,Stock_OpenAvail,IT_Total,IT_Avail,IT_Open,IT_OpenAvail,SO_Total,SO_Reserved",12.0,1411.0,2.166666,2.166666,1408.833333,0.0,0.0,0.0,0.0,1411.0,2.166666,2.166666,1408.833333,851.0,2.166666,2.166666,848.833333,0.0,0.0,0.0,0.0,851.0,2.166666,2.166666,848.833333,0.0,0.0,0.0,560.0,0.0,0.0,560.0,0.0,0.0,0.0,0.0,560.0,0.0,0.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.166666,2.166666,0.0,0.0,0.0,12.0,1409.0,1.166666,2.166666,1407.833333,0.0,0.0,0.0,0.0,1409.0,1.166666,1.166666,1407.833333,1409.0,1.166666,2.166666,1407.833333,0.0,0.0,0.0,0.0,1409.0,1.166666,1.166666,1407.833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.166666,1.166666,0.0,0.0,0.0
83475-22,MIAMI,"Supply_Total,Supply_Avail,Supply_Open,Supply_OpenAvail,IT_Total,IT_Avail,IT_Open,IT_OpenAvail",12.0,179.916666,0.0,0.0,179.916666,0.0,0.0,0.0,0.0,179.916666,0.0,0.0,179.916666,81.916666,0.0,0.0,81.916666,0.0,0.0,0.0,0.0,81.916666,0.0,0.0,81.916666,0.0,0.0,0.0,98.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,81.916666,0.0,0.0,81.916666,0.0,0.0,0.0,0.0,81.916666,0.0,0.0,81.916666,81.916666,0.0,0.0,81.916666,0.0,0.0,0.0,0.0,81.916666,0.0,0.0,81.916666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83478-22/6PK,HANOVER,"Stock_Total,Stock_Avail,Stock_Open,Stock_OpenAvail,IT_Total,IT_Avail,IT_Open,IT_OpenAvail",6.0,91.5,6.0,6.0,85.5,0.0,0.0,0.0,0.0,91.5,6.0,6.0,85.5,56.5,6.0,6.0,50.5,0.0,0.0,0.0,0.0,56.5,6.0,6.0,50.5,0.0,0.0,0.0,35.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,6.0,91.5,6.0,6.0,85.5,0.0,0.0,0.0,0.0,91.5,6.0,6.0,85.5,91.5,6.0,6.0,85.5,0.0,0.0,0.0,0.0,91.5,6.0,6.0,85.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0
83479-23/6PK,HANOVER,"Supply_Total,Supply_Avail,Supply_Open,Supply_OpenAvail,IT_Total,IT_Avail,IT_Open,IT_OpenAvail",6.0,37.166666,0.0,0.0,37.166666,0.0,0.0,0.0,0.0,37.166666,0.0,0.0,37.166666,22.166666,0.0,0.0,22.166666,0.0,0.0,0.0,0.0,22.166666,0.0,0.0,22.166666,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,22.166666,0.0,0.0,22.166666,0.0,0.0,0.0,0.0,22.166666,0.0,0.0,22.166666,22.166666,0.0,0.0,22.166666,0.0,0.0,0.0,0.0,22.166666,0.0,0.0,22.166666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83488-17,HANOVER,"Supply_Total,Supply_Avail,Supply_Open,Supply_OpenAvail,Stock_Total,Stock_Avail,Stock_Open,Stock_OpenAvail",12.0,650.916666,0.166666,0.166666,650.75,0.0,0.0,0.0,0.0,650.916666,0.166666,0.166666,650.75,410.916666,0.166666,0.166666,410.75,0.0,0.0,0.0,0.0,410.916666,0.166666,0.166666,410.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,240.0,0.0,0.166666,0.166666,0.0,0.0,0.0,12.0,649.166666,0.166666,0.166666,649.0,0.0,0.0,0.0,0.0,649.166666,0.166666,0.166666,649.0,409.166666,0.166666,0.166666,409.0,0.0,0.0,0.0,0.0,409.166666,0.166666,0.166666,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,240.0,0.0,0.166666,0.166666,0.0,0.0,0.0
